resume_text,category
"Certified Data Science expert with a strong background in TensorFlow, Data Visualization, Python, Scikit-learn, NumPy, PyTorch. Passionate about building scalable solutions. Projects: Implemented Image Recognition App which improved efficiency by 36%. Architected a Customer Churn Prediction using Scikit-learn, Python, Pandas and deployed on Azure.",Data Science
"Experienced Full Stack Developer with 2 years in the industry. Proficient in Spring Boot, REST API, JavaScript, React, Docker, SQL. Projects: Architected a Healthcare Portal using REST API, Spring Boot, Express and deployed on Azure.",Full Stack Developer
"Experienced HR with 13 years in the industry. Proficient in Onboarding, Training, Recruitment, Employee Relations, Payroll, Talent Acquisition. Projects: Implemented Payroll Automation which improved efficiency by 28%.",HR
"Results-driven Tester professional with expertise in SDLC, Bug Tracking, Selenium, API Testing, Manual Testing, JUnit. Worked on several high-impact projects. Projects: Led the team in creating Mobile App Automation with focus on JUnit, Bug Tracking, Selenium. Architected a Mobile App Automation using API Testing, Bug Tracking, SDLC and deployed on GCP. Developed a E-commerce Test Suite using Manual Testing, Selenium, Java.",Tester
"Full Stack Developer lead with 11 years of experience. Skilled at Spring Boot, MongoDB, REST API, React, SQL, Node.js and team management. Projects: Architected a Real-time Chat App using React, SQL, Java and deployed on Azure.",Full Stack Developer
"Junior Java Developer with a solid foundation in Microservices, Multithreading, JVM, Java, Maven, Spring Boot. Eager to contribute to innovative projects. Projects: Architected a Banking Microservices using Hibernate, Multithreading, JUnit and deployed on GCP.",Java Developer
"Certified Java Developer expert with a strong background in Multithreading, SQL, Hibernate, JUnit, Spring Boot, JVM. Passionate about building scalable solutions. Projects: Led the team in creating E-commerce Backend with focus on Spring Boot, Java, JVM. Architected a Inventory Management System using Spring Boot, Microservices, Multithreading and deployed on Azure.",Java Developer
"Experienced Java Developer with 1 years in the industry. Proficient in REST API, Spring Boot, JUnit, Java, Multithreading, SQL. Projects: Implemented E-commerce Backend which improved efficiency by 40%.",Java Developer
"Junior Full Stack Developer with a solid foundation in Spring Boot, MongoDB, SQL, Docker, Node.js, REST API. Eager to contribute to innovative projects. Projects: Implemented SaaS Application which improved efficiency by 18%. Architected a Real-time Chat App using Node.js, Spring Boot, Express and deployed on AWS. Developed a Online Marketplace using MongoDB, Java, Node.js.",Full Stack Developer
"Junior Tester with a solid foundation in TestNG, Selenium, Bug Tracking, SDLC, Manual Testing, API Testing. Eager to contribute to innovative projects. Projects: Developed a Mobile App Automation using JUnit, Bug Tracking, Java. Architected a Security Testing Framework using Java, SDLC, Automation Testing and deployed on AWS. Architected a E-commerce Test Suite using SDLC, Selenium, Bug Tracking and deployed on Azure.",Tester
"Junior Java Developer with a solid foundation in Java, Multithreading, SQL, JVM, Hibernate, REST API. Eager to contribute to innovative projects. Projects: Implemented Banking Microservices which improved efficiency by 24%.",Java Developer
"Certified Tester expert with a strong background in API Testing, Java, Bug Tracking, JUnit, Python, Automation Testing. Passionate about building scalable solutions. Projects: Developed a Security Testing Framework using API Testing, TestNG, Python. Architected a E-commerce Test Suite using Manual Testing, JUnit, Java and deployed on GCP. Developed a Performance Benchmarking using JUnit, Manual Testing, SDLC.",Tester
"Results-driven Data Science professional with expertise in Python, Deep Learning, NumPy, Pandas, TensorFlow, PyTorch. Worked on several high-impact projects. Projects: Developed a Recommendation Engine using PyTorch, Machine Learning, Python. Developed a Recommendation Engine using Pandas, Data Visualization, NLP. Architected a Customer Churn Prediction using NumPy, SQL, TensorFlow and deployed on Azure.",Data Science
"Data Science lead with 3 years of experience. Skilled at SQL, NumPy, Deep Learning, Scikit-learn, PyTorch, TensorFlow and team management. Projects: Implemented Fraud Detection System which improved efficiency by 41%.",Data Science
"Junior DevOps with a solid foundation in Azure, Linux, Kubernetes, Scripting, AWS, Terraform. Eager to contribute to innovative projects. Projects: Led the team in creating Infrastructure as Code with Terraform with focus on AWS, Azure, Docker. Architected a Monitoring Dashboard using Scripting, Kubernetes, AWS and deployed on GCP.",DevOps
"Experienced Full Stack Developer with 5 years in the industry. Proficient in Node.js, MongoDB, REST API, SQL, Docker, Spring Boot. Projects: Led the team in creating SaaS Application with focus on React, Express, Docker.",Full Stack Developer
"Certified Java Developer expert with a strong background in REST API, Microservices, JVM, Multithreading, JUnit, Java. Passionate about building scalable solutions. Projects: Led the team in creating Banking Microservices with focus on Maven, REST API, SQL.",Java Developer
"Junior Java Developer with a solid foundation in SQL, Maven, Spring Boot, Microservices, JUnit, Multithreading. Eager to contribute to innovative projects. Projects: Implemented Banking Microservices which improved efficiency by 32%.",Java Developer
"Results-driven DevOps professional with expertise in Ansible, Monitoring, Jenkins, CI/CD, Docker, AWS. Worked on several high-impact projects. Projects: Developed a Infrastructure as Code with Terraform using Docker, Kubernetes, Linux. Developed a Kubernetes Deployment Pipeline using Jenkins, Ansible, Terraform. Architected a Monitoring Dashboard using Azure, Jenkins, Docker and deployed on GCP.",DevOps
"Certified Full Stack Developer expert with a strong background in SQL, JavaScript, React, MongoDB, REST API, Java. Passionate about building scalable solutions. Projects: Led the team in creating Real-time Chat App with focus on JavaScript, Docker, Spring Boot. Led the team in creating Online Marketplace with focus on SQL, Spring Boot, Node.js.",Full Stack Developer
"HR lead with 5 years of experience. Skilled at HR Policies, Training, Talent Acquisition, Strategic HR, Employee Relations, Recruitment and team management. Projects: Led the team in creating Employee Engagement Portal with focus on HR Policies, Payroll, Training. Led the team in creating ATS Implementation with focus on HR Policies, Talent Acquisition, Strategic HR. Architected a Performance Review System using Talent Acquisition, Employee Relations, Payroll and deployed on AWS.",HR
"HR lead with 5 years of experience. Skilled at Training, Strategic HR, Recruitment, Payroll, Talent Acquisition, Onboarding and team management. Projects: Architected a Employee Engagement Portal using Payroll, Employee Relations, Strategic HR and deployed on Azure. Implemented Performance Review System which improved efficiency by 45%. Developed a ATS Implementation using Recruitment, Employee Relations, Strategic HR.",HR
"Junior HR with a solid foundation in Payroll, Onboarding, Employee Relations, Recruitment, Strategic HR, HR Policies. Eager to contribute to innovative projects. Projects: Led the team in creating Payroll Automation with focus on HR Policies, Employee Relations, Onboarding. Implemented Payroll Automation which improved efficiency by 16%.",HR
"Results-driven DevOps professional with expertise in Terraform, CI/CD, AWS, Ansible, Linux, Kubernetes. Worked on several high-impact projects. Projects: Implemented Cloud Migration Project which improved efficiency by 39%. Implemented Kubernetes Deployment Pipeline which improved efficiency by 37%. Developed a Infrastructure as Code with Terraform using Monitoring, AWS, CI/CD.",DevOps
"Results-driven Tester professional with expertise in Bug Tracking, TestNG, Java, JUnit, API Testing, SDLC. Worked on several high-impact projects. Projects: Architected a Performance Benchmarking using Python, Automation Testing, Manual Testing and deployed on GCP. Developed a Performance Benchmarking using Selenium, Manual Testing, JUnit.",Tester
"Data Science lead with 12 years of experience. Skilled at Pandas, SQL, Python, Deep Learning, Machine Learning, TensorFlow and team management. Projects: Led the team in creating Customer Churn Prediction with focus on Data Visualization, NLP, Python. Implemented Image Recognition App which improved efficiency by 29%.",Data Science
"Full Stack Developer lead with 4 years of experience. Skilled at Node.js, REST API, Java, Express, SQL, MongoDB and team management. Projects: Implemented SaaS Application which improved efficiency by 50%. Led the team in creating Real-time Chat App with focus on SQL, REST API, MongoDB. Implemented Real-time Chat App which improved efficiency by 46%.",Full Stack Developer
"Results-driven DevOps professional with expertise in Jenkins, Monitoring, Terraform, Scripting, AWS, Ansible. Worked on several high-impact projects. Projects: Led the team in creating Cloud Migration Project with focus on Docker, Terraform, Scripting.",DevOps
